BlueTeam,RedTeam,Winner,GoldDifference,BlueTowers,BlueInhibitors,BlueDragons,BlueHerald,BlueBaron,RedTowers,RedInhibitors,RedDragons,RedHerald,RedBaron,BlueTop,BlueJungle,BlueMid,BlueADC,BlueSupport,RedTop,RedJungle,RedMid,RedADC,RedSupport
VP,VEG,blueTeam,8115,5,0,3,Yes,No,1,0,0,No,No,Gnar,RekSai,Syndra,Ashe,Braum,Rumble,Gragas,Orianna,Kalista,Rakan
VS,NV,redTeam,-6050,2,0,0,Yes,No,3,0,2,No,Yes,JarvanIV,Maokai,Orianna,Kalista,Braum,Trundle,RekSai,Taliyah,Jhin,Alistar
JSA,NV,blueTeam,-567,3,0,1,Yes,No,2,0,1,No,No,Gnar,Sejuani,Anivia,MissFortune,Rakan,Jax,Trundle,Orianna,Jhin,Morgana
ROX,GMB,redTeam,221,4,0,2,Yes,No,3,0,0,No,No,JarvanIV,Gragas,Taliyah,Ashe,Braum,Shen,Sejuani,Cassiopeia,Varus,TahmKench
NV,GMB,blueTeam,-3474,2,0,1,No,No,4,0,2,Yes,Yes,Maokai,Kayn,Taliyah,Jhin,Braum,Shen,Olaf,Viktor,Kalista,Thresh
VP,VS,redTeam,-4013,1,0,1,No,No,4,0,2,Yes,No,Maokai,Khazix,Kassadin,Sivir,Taric,Trundle,RekSai,Taliyah,Jhin,Galio
VP,JSA,blueTeam,4399,5,1,1,Yes,No,1,0,0,No,No,Maokai,RekSai,Taliyah,Tristana,Alistar,Shen,Hecarim,Orianna,Kalista,Trundle
M19,NV,blueTeam,6959,5,0,2,Yes,Yes,1,0,1,No,No,Gragas,Maokai,Orianna,Kalista,Thresh,Trundle,RekSai,Viktor,Varus,Alistar
VEG,ROX,blueTeam,-1260,1,0,2,No,No,3,0,0,Yes,No,Gnar,Chogath,Orianna,Kalista,Thresh,JarvanIV,Maokai,Viktor,Tristana,Blitzcrank
VS,VEG,redTeam,-7138,0,0,1,No,No,5,0,1,Yes,No,Urgot,Maokai,Syndra,Caitlyn,Blitzcrank,Galio,JarvanIV,Orianna,Tristana,Thresh
JSA,VS,blueTeam,2944,3,0,1,Yes,No,2,0,1,No,No,Chogath,Gragas,Ahri,Sivir,Alistar,Gnar,JarvanIV,Orianna,KogMaw,Rakan
VP,M19,redTeam,-6172,2,0,1,Yes,No,3,0,1,No,No,Poppy,RekSai,Syndra,Tristana,Braum,JarvanIV,Gragas,Vladimir,Varus,Thresh
M19,VP,blueTeam,12460,8,1,2,No,Yes,1,0,0,Yes,No,Chogath,JarvanIV,Orianna,Varus,Alistar,Jayce,Gragas,Syndra,Xayah,Braum
M19,VP,blueTeam,5776,5,1,1,No,Yes,3,0,1,Yes,No,Jayce,Sejuani,Viktor,Kalista,Alistar,Maokai,Gragas,Cassiopeia,KogMaw,Braum
GMB,JSA,blueTeam,1523,7,0,2,Yes,No,3,0,0,No,No,Gnar,Gragas,Karma,Twitch,Braum,JarvanIV,Ivern,Cassiopeia,Tristana,Janna
JSA,GMB,redTeam,-1859,3,0,0,Yes,No,3,0,3,No,Yes,Gnar,Sejuani,Orianna,Sivir,Sona,Chogath,Kayn,Anivia,Xayah,Janna
GMB,JSA,blueTeam,11228,8,1,2,No,No,1,0,1,Yes,No,Trundle,Gragas,Taliyah,Tristana,TahmKench,Chogath,DrMundo,Syndra,Xayah,Morgana
GMB,M19,blueTeam,1558,3,0,0,No,Yes,1,0,2,No,No,Trundle,Gragas,Cassiopeia,Jhin,TahmKench,JarvanIV,Maokai,Velkoz,KogMaw,Thresh
GMB,M19,redTeam,-7569,4,0,0,No,No,6,0,3,Yes,Yes,Maokai,Gragas,Cassiopeia,Tristana,Thresh,JarvanIV,Kayn,Syndra,Xayah,Blitzcrank
M19,GMB,redTeam,-6602,1,0,0,No,No,5,0,2,Yes,Yes,Gragas,Maokai,Orianna,Xayah,Rakan,Camille,Sejuani,Ziggs,Varus,Alistar
SKT,C9,blueTeam,7944,5,1,2,No,Yes,1,0,0,No,No,Maokai,JarvanIV,Cassiopeia,KogMaw,Janna,Nautilus,RekSai,Ryze,Tristana,Lulu
C9,EDG,blueTeam,5215,4,0,2,Yes,No,2,0,0,No,No,Shen,Graves,Syndra,Xayah,Lulu,Chogath,JarvanIV,Lucian,Varus,Rakan
AHQ,SKT,blueTeam,1508,1,0,1,No,No,1,0,0,No,No,Shen,Sejuani,Fizz,KogMaw,Janna,JarvanIV,Gragas,Kassadin,Varus,Lulu
SKT,EDG,blueTeam,-3294,2,0,1,No,No,5,0,2,Yes,Yes,Trundle,Sejuani,Orianna,Twitch,Janna,Maokai,Gragas,Leblanc,Tristana,Lulu
LZ,IMT,blueTeam,-1697,2,0,1,No,Yes,2,0,2,Yes,No,JarvanIV,Khazix,Taliyah,Tristana,Karma,Maokai,Ezreal,Ryze,Varus,Morgana
GAM,IMT,redTeam,-5065,2,0,0,No,No,5,0,2,Yes,Yes,Chogath,Kayn,Ryze,KogMaw,Lulu,Shen,Gragas,Syndra,Xayah,Rakan
IMT,GAM,redTeam,-4693,1,0,0,Yes,No,5,0,2,No,No,Shen,Gragas,Ryze,KogMaw,Janna,Urgot,Kayn,Syndra,Ashe,Lulu
LZ,FNC,blueTeam,5454,4,0,1,Yes,Yes,3,0,1,No,No,Jayce,Sejuani,Ryze,KogMaw,Lulu,Renekton,RekSai,Syndra,Twitch,Sona
FNC,IMT,blueTeam,1154,5,0,2,No,Yes,5,0,1,Yes,No,Nautilus,RekSai,Cassiopeia,Xayah,Janna,Maokai,Ezreal,Orianna,Tristana,Lulu
GAM,LZ,redTeam,3249,3,0,0,No,Yes,1,0,3,No,No,Galio,Rengar,Syndra,Xayah,Zilean,JarvanIV,Gragas,Ryze,Varus,Rakan
FNC,IMT,blueTeam,6600,7,2,1,Yes,Yes,2,0,1,No,No,Chogath,RekSai,Malzahar,Tristana,Janna,Trundle,Ezreal,Ryze,Twitch,Lulu
G2,SSG,redTeam,-3899,1,0,0,Yes,No,3,0,2,No,No,Shen,Ivern,Corki,Xayah,Alistar,Chogath,Gragas,Taliyah,Varus,Taric
G2,FB,blueTeam,6081,4,0,2,Yes,No,0,0,0,No,No,Trundle,Gragas,Ryze,Tristana,Lulu,Chogath,Sejuani,Cassiopeia,KogMaw,Janna
FB,SSG,redTeam,-2478,2,0,1,No,No,5,0,2,Yes,No,Chogath,Sejuani,Ekko,Xayah,Janna,Trundle,Ezreal,Syndra,Tristana,Lulu
G2,RNG,blueTeam,12622,8,2,3,Yes,Yes,2,0,0,No,No,Chogath,Sejuani,Corki,Tristana,Lulu,Maokai,RekSai,Syndra,KogMaw,Janna
SSG,FB,blueTeam,4203,4,0,1,No,No,0,0,2,No,No,Chogath,Khazix,Malzahar,Xayah,Janna,Galio,RekSai,Kassadin,Tristana,Rakan
SSG,G2,blueTeam,930,2,0,2,Yes,No,0,0,0,No,No,Chogath,Khazix,Galio,Twitch,Lulu,Maokai,Zac,Ryze,KogMaw,Janna
FB,RNG,redTeam,-10278,1,0,0,No,No,8,1,2,Yes,Yes,Maokai,Gragas,Syndra,Tristana,Rakan,Chogath,Sejuani,Galio,Vayne,Lulu
RNG,SSG,blueTeam,-797,3,0,2,Yes,No,2,0,0,No,No,Rumble,LeeSin,Galio,Tristana,Janna,Camille,Sejuani,Syndra,Varus,Lulu
WE,MSF,blueTeam,4091,4,0,2,Yes,Yes,1,0,0,No,No,Maokai,JarvanIV,Leblanc,Xayah,Janna,Chogath,Sejuani,Corki,Tristana,Lulu
TSM,WE,blueTeam,92,2,0,2,Yes,Yes,2,0,0,No,No,Chogath,Gragas,Corki,Tristana,Rakan,Shen,Sejuani,Syndra,Xayah,Taric
WE,FW,blueTeam,2838,3,0,1,No,No,1,0,0,Yes,No,Rumble,Gragas,Galio,Twitch,Janna,Shen,JarvanIV,Vladimir,Tristana,Taric
MSF,FW,blueTeam,-99,2,0,0,Yes,No,2,0,2,No,No,Chogath,Gragas,Cassiopeia,Xayah,Thresh,Shen,JarvanIV,Ryze,Tristana,Rakan
FW,WE,redTeam,-8702,0,0,0,No,No,4,0,2,Yes,Yes,Shen,JarvanIV,Orianna,Xayah,Lulu,Chogath,Gragas,Corki,Caitlyn,Janna
TSM,MSF,blueTeam,-2488,1,0,2,No,Yes,3,0,0,Yes,No,Gnar,Sejuani,Cassiopeia,Twitch,Rakan,Yasuo,JarvanIV,Ryze,Xayah,Blitzcrank
MSF,WE,redTeam,2946,5,0,1,Yes,No,1,0,1,No,No,Maokai,RekSai,Cassiopeia,Varus,Janna,Chogath,Sejuani,Lucian,KogMaw,Lulu
LZ,SSG,redTeam,1162,1,0,2,No,No,1,0,0,No,No,Jax,JarvanIV,Syndra,Xayah,Thresh,Kennen,Sejuani,Malzahar,Tristana,Rakan
LZ,SSG,redTeam,-6518,0,0,1,Yes,No,4,0,1,No,No,Chogath,JarvanIV,Orianna,Varus,Lulu,Shen,Sejuani,Taliyah,Tristana,Taric
SSG,LZ,blueTeam,2465,3,0,2,No,No,2,0,0,No,No,Shen,Sejuani,Lissandra,Tristana,Taric,Trundle,Gragas,Taliyah,Varus,Rakan
MSF,SKT,blueTeam,9255,7,1,2,Yes,Yes,0,0,0,No,No,Gnar,Sejuani,Karma,Tristana,Blitzcrank,Chogath,JarvanIV,Corki,KogMaw,Taric
SKT,MSF,blueTeam,2973,4,0,1,No,No,2,0,2,Yes,No,Jayce,JarvanIV,Taliyah,Tristana,TahmKench,Shen,Sejuani,Syndra,Varus,Thresh
FNC,RNG,redTeam,2042,3,0,1,No,No,3,0,2,Yes,No,Chogath,Sejuani,Taliyah,Vayne,Janna,Maokai,JarvanIV,Syndra,Tristana,Soraka
FNC,RNG,redTeam,2432,3,0,0,Yes,No,0,0,2,No,No,Gnar,Sejuani,Galio,Varus,Taric,Shen,JarvanIV,Corki,Twitch,Soraka
C9,WE,blueTeam,89,5,0,1,Yes,Yes,6,0,1,No,No,Singed,JarvanIV,Orianna,Tristana,Taric,Maokai,Sejuani,Corki,KogMaw,Karma
C9,WE,redTeam,-9809,1,0,1,No,No,5,1,2,Yes,Yes,Trundle,Sejuani,Orianna,Xayah,Taric,Chogath,JarvanIV,Taliyah,KogMaw,Rakan
WE,C9,blueTeam,3455,5,0,2,Yes,Yes,1,0,1,No,No,Gnar,Gragas,Galio,KogMaw,Janna,Shen,Sejuani,Orianna,Caitlyn,Lulu
SKT,RNG,blueTeam,-1069,3,0,1,No,No,2,0,0,Yes,No,Gnar,Gragas,Galio,KogMaw,Lulu,Rumble,JarvanIV,Ryze,Twitch,Soraka
RNG,SKT,redTeam,-2335,3,0,1,No,No,4,0,1,Yes,No,Shen,LeeSin,Corki,Tristana,Taric,Gnar,JarvanIV,Galio,Caitlyn,Lulu
WE,SSG,blueTeam,9774,7,1,0,Yes,Yes,1,0,1,No,No,Shen,Gragas,Kassadin,Xayah,Rakan,Kennen,JarvanIV,Taliyah,Tristana,Taric
SSG,SKT,blueTeam,3570,4,0,3,Yes,No,1,0,0,No,Yes,Kennen,Zac,Malzahar,Xayah,Janna,Gnar,Gragas,Cassiopeia,Varus,Lulu
SSG,SKT,blueTeam,-6719,2,0,0,No,No,5,0,3,Yes,Yes,Chogath,Sejuani,Malzahar,Varus,Lulu,Trundle,Gragas,Karma,Tristana,Leona
OMG,MVP,blueTeam,3635,4,0,2,No,Yes,2,0,0,Yes,No,JarvanIV,Elise,Corki,Xayah,Rakan,Renekton,RekSai,Orianna,Varus,Zyra
SSG,EDG,blueTeam,2765,4,0,2,No,No,1,0,0,No,No,Gnar,Gragas,Syndra,Varus,Braum,Renekton,Evelynn,Taliyah,Ashe,TahmKench
OMG,M17,redTeam,1228,3,0,1,Yes,Yes,4,0,1,No,No,Renekton,Elise,Leblanc,Varus,Rakan,Rumble,RekSai,Corki,Kalista,Thresh
RNG,ahq,blueTeam,-1847,2,0,0,No,No,2,0,2,Yes,No,JarvanIV,Gragas,Corki,Xayah,Thresh,Jax,LeeSin,Taliyah,Ashe,Braum
M17,MVP,redTeam,-2413,3,0,0,No,No,3,0,3,Yes,No,JarvanIV,Ivern,Cassiopeia,Tristana,Karma,Jax,RekSai,Orianna,Kalista,Rakan
FW,WE,blueTeam,689,3,0,0,No,No,2,0,2,Yes,No,Fiora,Elise,Taliyah,Kalista,Thresh,JarvanIV,Gragas,Corki,Xayah,Rakan
kt,AHQ,redTeam,-2190,2,0,1,No,No,3,0,1,No,Yes,Camille,RekSai,Corki,Jhin,TahmKench,Kled,Elise,Cassiopeia,Jinx,Thresh
JT,WE,redTeam,-885,3,0,1,No,No,2,0,1,Yes,No,JarvanIV,Gragas,Taliyah,Ashe,TahmKench,Renekton,LeeSin,Corki,Kalista,Braum
OMG,FW,redTeam,-7896,1,0,1,Yes,No,5,0,1,No,Yes,Kled,LeeSin,Corki,KogMaw,Lulu,Renekton,Elise,Taliyah,Jhin,Blitzcrank
RNG,M17,blueTeam,4187,5,0,3,No,Yes,4,0,0,Yes,No,JarvanIV,LeeSin,Orianna,Ashe,Thresh,Fiora,Elise,Corki,Jhin,Nautilus
SSG,EDG,redTeam,-1205,2,0,1,No,No,2,0,1,Yes,No,Renekton,Gragas,Orianna,Ashe,Braum,Kled,RekSai,Taliyah,Kalista,Rakan
WE,SKT,blueTeam,4863,4,0,1,Yes,No,2,0,2,No,No,JarvanIV,RekSai,Galio,KogMaw,Braum,Jax,LeeSin,Cassiopeia,Ashe,Karma
KT,OMG,blueTeam,4011,4,0,2,No,No,2,0,1,Yes,No,JarvanIV,Zac,Corki,Ashe,Zyra,Shen,RekSai,Taliyah,Xayah,Rakan
VS,CRW,redTeam,577,3,0,2,No,No,3,0,0,Yes,No,Swain,RekSai,Lucian,Varus,Blitzcrank,Camille,Olaf,Orianna,Jhin,Thresh
M19,FB,redTeam,-9210,1,0,0,No,No,4,0,2,Yes,No,Shen,Gragas,Karma,Caitlyn,Bard,Kennen,Elise,Syndra,Kalista,Thresh
VEG,AUR,blueTeam,2301,2,0,1,No,No,1,0,0,No,No,Renekton,Nidalee,Orianna,Caitlyn,Braum,Shen,Elise,Ahri,KogMaw,Thresh
FB,VS,blueTeam,197,4,0,1,No,No,3,0,2,Yes,Yes,Rumble,RekSai,Orianna,Varus,Braum,Kled,Volibear,Taliyah,Kalista,Thresh
M19,CRW,redTeam,2082,3,0,1,Yes,Yes,2,0,2,No,No,Renekton,Gragas,Corki,Caitlyn,Brand,JarvanIV,RekSai,Cassiopeia,Twitch,Thresh
VP,AUR,redTeam,-3115,2,0,0,Yes,No,3,0,3,No,No,Renekton,Elise,Corki,Jhin,Braum,Gnar,RekSai,Leblanc,Xayah,Bard
FB,VEG,blueTeam,9164,7,1,1,No,Yes,1,0,1,Yes,No,Rumble,Zac,Orianna,Kennen,Thresh,Shen,Nidalee,Ahri,Kalista,Braum
VS,SUP,redTeam,-5353,4,0,0,Yes,No,4,0,3,No,Yes,Swain,LeeSin,Syndra,Caitlyn,Braum,Kennen,RekSai,Fizz,Kalista,Thresh
CRW,VEG,blueTeam,-882,3,0,2,No,Yes,1,0,1,Yes,No,JarvanIV,LeeSin,AurelionSol,Caitlyn,Blitzcrank,Kennen,Khazix,Orianna,Varus,Alistar
VP,FB,redTeam,-4074,4,0,1,Yes,No,6,0,2,No,Yes,Rumble,RekSai,Taliyah,Tristana,Braum,Camille,Warwick,Cassiopeia,Xayah,Karma
CRW,VP,redTeam,-7794,0,0,0,No,No,4,0,2,Yes,No,Fiora,Olaf,Orianna,Caitlyn,Blitzcrank,Renekton,RekSai,Taliyah,Jinx,Thresh
VEG,FB,redTeam,-3789,3,0,0,Yes,No,4,0,2,No,Yes,Kennen,RekSai,Galio,Ashe,Zyra,Renekton,Elise,Viktor,Tristana,Karma
FB,VEG,blueTeam,10270,9,1,2,Yes,Yes,1,0,1,No,No,JarvanIV,Gragas,Taliyah,Kalista,Thresh,Renekton,RekSai,Cassiopeia,Xayah,Braum
G2,TSM,redTeam,-3701,1,0,2,No,No,3,0,1,Yes,No,Gragas,RekSai,Syndra,KogMaw,Braum,JarvanIV,Elise,Galio,Tristana,TahmKench
FNC,P1,blueTeam,74,1,0,0,No,No,3,0,1,Yes,No,JarvanIV,Zac,Corki,Kennen,Blitzcrank,Kled,Gragas,Galio,Caitlyn,Morgana
G2,C9,blueTeam,7335,5,0,3,Yes,No,2,0,0,No,No,Renekton,Elise,Orianna,Xayah,Blitzcrank,Kled,Gragas,Viktor,Tristana,Thresh
P1,UOL,blueTeam,4473,4,0,3,No,Yes,3,0,0,Yes,No,Renekton,LeeSin,Corki,Kalista,Thresh,Galio,RekSai,Ryze,Twitch,Blitzcrank
FNC,C9,redTeam,-11217,3,0,0,No,No,7,1,2,Yes,Yes,Galio,LeeSin,Orianna,Twitch,Thresh,Renekton,Gragas,Leblanc,Caitlyn,Blitzcrank
TSM,UOL,blueTeam,707,4,0,2,No,No,3,0,0,No,No,Gnar,Gragas,Syndra,Lucian,Braum,Irelia,Hecarim,Corki,Xayah,Rakan
UOL,C9,blueTeam,5309,6,2,0,Yes,Yes,3,0,2,No,No,Gnar,Gragas,Kassadin,Twitch,Thresh,Riven,LeeSin,Leblanc,Kennen,Braum
G2,P1,redTeam,-10515,1,0,1,Yes,No,6,0,2,No,Yes,Renekton,Elise,Orianna,Xayah,Blitzcrank,Kled,LeeSin,Corki,Twitch,Thresh
TSM,FNC,blueTeam,-1399,2,0,3,No,No,3,0,0,Yes,No,Kled,Elise,Syndra,Ashe,Braum,Gragas,LeeSin,Anivia,Kennen,Thresh
G2,C9,redTeam,-2176,3,0,0,No,No,4,0,1,Yes,No,Rumble,Gragas,Zed,Tristana,Thresh,Kled,Khazix,Orianna,Ashe,Blitzcrank
P1,FNC,redTeam,522,4,0,3,Yes,No,4,0,0,No,No,Renekton,Elise,Leblanc,Jhin,Thresh,Galio,LeeSin,Syndra,Corki,Braum
TSM,UOL,redTeam,3272,5,0,3,Yes,No,2,0,0,No,No,Kled,Gragas,Syndra,Ashe,TahmKench,Gnar,Ivern,Vladimir,Xayah,Rakan
G2,P1,redTeam,-1361,5,0,2,Yes,No,4,0,1,No,Yes,Camille,Elise,Corki,Xayah,TahmKench,Renekton,LeeSin,Kassadin,Kalista,Braum
FNC,TSM,redTeam,-10361,0,0,0,No,No,8,2,3,Yes,Yes,Shen,RekSai,Syndra,Kennen,Camille,Gnar,Khazix,Galio,Caitlyn,Lulu
P1,UOL,blueTeam,6119,4,0,1,Yes,No,1,0,0,No,No,Renekton,Nidalee,Corki,Draven,Thresh,Gnar,Gragas,Leblanc,Twitch,Blitzcrank
UOL,TSM,redTeam,-7071,3,0,1,No,No,6,0,2,Yes,Yes,Gnar,Khazix,Corki,Jhin,TahmKench,Gragas,LeeSin,Orianna,Ashe,Thresh
UOL,TSM,redTeam,2619,3,0,1,Yes,No,1,0,1,No,No,Gnar,Warwick,Leblanc,Xayah,Rakan,Gragas,Khazix,Kassadin,Ashe,Thresh
LYN,ISG,blueTeam,8785,5,0,3,No,No,2,0,0,Yes,No,Renekton,RekSai,Taliyah,Ashe,Alistar,Gragas,Graves,Orianna,Jhin,TahmKench
JTH,RED,redTeam,-10551,0,0,0,No,No,7,0,2,Yes,Yes,Rumble,Khazix,Syndra,Jhin,Karma,Renekton,RekSai,Galio,Tristana,Blitzcrank
LYN,KST,redTeam,-2950,1,0,0,No,No,1,0,2,No,No,Renekton,Nidalee,Galio,Ashe,Zyra,Gnar,LeeSin,Cassiopeia,Tristana,Braum
FG,RED,blueTeam,3776,5,0,3,No,Yes,4,0,0,Yes,No,Rumble,Zac,Lucian,Tristana,Thresh,Ekko,RekSai,Galio,Xayah,Alistar
KST,JTH,blueTeam,285,5,0,1,No,No,3,0,1,No,Yes,Fiora,Graves,Galio,Caitlyn,Braum,Renekton,RekSai,Corki,Jhin,Karma
FG,LYN,redTeam,-2119,2,0,1,No,No,2,0,1,No,No,Jayce,RekSai,Taliyah,Varus,Alistar,Fiora,Gragas,Leblanc,Tristana,Blitzcrank
ISG,KST,redTeam,-3994,3,0,2,Yes,No,3,0,1,No,Yes,Galio,Khazix,Orianna,Xayah,Karma,Kennen,RekSai,Cassiopeia,Tristana,Alistar
RED,LYN,blueTeam,3241,4,0,1,Yes,No,2,0,1,No,No,Renekton,LeeSin,Syndra,Kalista,Thresh,Gnar,Gragas,Ekko,Caitlyn,Taric
KST,LYN,redTeam,-2024,2,0,0,Yes,No,4,0,2,No,No,Kennen,Elise,Leblanc,Jhin,Alistar,Rumble,RekSai,Syndra,Varus,Blitzcrank
KST,JTH,blueTeam,2942,6,0,2,Yes,No,4,0,1,No,No,Lucian,Elise,Kassadin,Caitlyn,Thresh,Rumble,RekSai,Corki,Kennen,Blitzcrank
LYN,RED,blueTeam,4668,5,0,0,Yes,No,1,0,2,No,No,Kennen,LeeSin,Syndra,Varus,Alistar,Gragas,RekSai,Corki,Kalista,Braum
KST,FG,blueTeam,-2710,0,0,1,No,No,3,0,1,Yes,No,Renekton,LeeSin,Syndra,Varus,Trundle,Rumble,RekSai,Galio,Xayah,Camille
RED,FG,blueTeam,6004,6,0,0,Yes,No,1,0,3,No,No,Kennen,Gragas,Orianna,Twitch,Thresh,Shen,RekSai,Leblanc,Varus,Alistar
KST,ISG,redTeam,2080,5,0,0,Yes,No,4,0,3,No,Yes,JarvanIV,LeeSin,Syndra,Tristana,Nautilus,Jax,Elise,Fizz,Jhin,Braum
RED,ISG,blueTeam,-4895,1,0,1,No,Yes,7,0,2,Yes,No,Gragas,Khazix,Syndra,Kalista,Morgana,Kled,LeeSin,Fizz,Jhin,TahmKench
GAM,DW,blueTeam,593,3,0,1,No,No,3,0,1,Yes,No,Gragas,LeeSin,Viktor,Kalista,Thresh,Fiora,RekSai,Corki,Caitlyn,TahmKench
DW,RPG,blueTeam,6770,6,0,1,Yes,Yes,2,0,1,No,No,Jax,RekSai,Corki,Caitlyn,Braum,Camille,Khazix,Orianna,KogMaw,Thresh
DFM,ASC,blueTeam,4828,3,0,2,Yes,No,0,0,1,No,No,JarvanIV,RekSai,Corki,Ashe,Braum,Renekton,Gragas,Orianna,Varus,Thresh
MSK,SIN,redTeam,1824,3,0,1,Yes,No,4,0,0,No,No,Kled,Elise,Corki,Caitlyn,Blitzcrank,Fiora,RekSai,Taliyah,Jhin,Zyra
SIN,USG,redTeam,2399,4,0,0,Yes,No,2,0,2,No,No,Renekton,RekSai,Syndra,Caitlyn,Thresh,Gnar,Warwick,Cassiopeia,Varus,TahmKench
GAM,LGC,blueTeam,1844,4,0,0,No,Yes,3,0,3,Yes,No,Kennen,RekSai,Viktor,Caitlyn,TahmKench,Lucian,Nunu,Orianna,Varus,Bard
DW,GAM,redTeam,-5860,1,0,0,No,No,4,0,1,No,No,Camille,RekSai,Kassadin,Jhin,Zyra,Jax,Elise,Jayce,Caitlyn,TahmKench
MSK,USG,redTeam,-4403,1,0,2,Yes,No,3,0,1,No,No,Warwick,Nunu,Syndra,Kennen,Bard,Renekton,Ivern,Corki,Caitlyn,Blitzcrank
ASC,DFM,redTeam,-6500,1,0,0,No,Yes,4,0,3,Yes,No,JarvanIV,Gragas,Corki,Caitlyn,Morgana,Shen,LeeSin,Orianna,Jhin,Thresh
RPG,GAM,redTeam,-3350,0,0,0,No,No,3,0,2,Yes,No,JarvanIV,LeeSin,Galio,Varus,Rakan,Sion,Gragas,Taliyah,Tristana,Lulu
EEW,MVP,blueTeam,3394,3,0,0,Yes,No,1,0,2,No,No,Shen,Olaf,Syndra,Ashe,Thresh,Sejuani,Graves,Kassadin,Varus,Blitzcrank
NV,GCU,redTeam,-32,2,0,1,No,No,3,0,1,No,No,Maokai,LeeSin,Ahri,Varus,Lulu,Nautilus,Graves,Orianna,Ashe,Nami
TL,EUN,blueTeam,7992,4,0,2,No,Yes,1,0,1,No,No,Gragas,Khazix,Orianna,Lucian,Lulu,Nautilus,Graves,Leblanc,Ashe,Zyra
GCU,NV,blueTeam,3779,4,0,2,No,No,1,0,0,No,No,Nautilus,Rengar,Leblanc,Varus,Zyra,Renekton,LeeSin,Vladimir,Ashe,Karma
NV,EUN,blueTeam,9557,4,0,1,No,No,1,0,1,No,No,Camille,Graves,Orianna,Varus,Zyra,Fizz,Rengar,Syndra,Lucian,Lulu
NV,EUN,blueTeam,9012,4,0,2,No,No,1,0,0,No,No,Camille,RekSai,Karma,Varus,Zyra,Rumble,LeeSin,Orianna,Ezreal,Lulu
EUN,NV,redTeam,-12520,0,0,1,No,No,3,0,0,No,No,Poppy,LeeSin,Ahri,Ashe,MissFortune,Renekton,Rengar,Syndra,Varus,Zyra
TL,GCU,blueTeam,882,2,0,0,No,No,3,0,2,No,No,Camille,Elise,Karthus,Varus,TahmKench,Gragas,Khazix,Ahri,Caitlyn,Zyra
TL,GCU,blueTeam,5011,4,0,3,No,No,2,0,0,No,No,Camille,Rengar,Karthus,Ezreal,TahmKench,Poppy,Khazix,Ahri,Ashe,Zyra
TL,GCU,redTeam,-4441,0,0,1,No,No,2,0,1,No,No,Fizz,Khazix,Ahri,Ezreal,Lulu,Nautilus,Rengar,Vladimir,Lucian,Karma
GCU,TL,blueTeam,4270,2,0,1,No,No,0,0,1,No,No,Rumble,Rengar,Jayce,Ezreal,Karma,Gragas,Graves,Taliyah,Lucian,Nami
TL,GCU,blueTeam,4072,4,0,2,No,Yes,2,0,0,No,No,Camille,Khazix,Ahri,Ashe,Malzahar,Renekton,Rengar,Cassiopeia,Ezreal,Karma
GCU,NV,blueTeam,994,3,0,2,No,No,1,0,0,No,No,Rumble,Graves,Jayce,Caitlyn,Karma,Camille,Nidalee,Talon,Varus,Zyra
NV,GCU,blueTeam,10704,5,0,2,No,No,0,0,0,No,No,Renekton,Khazix,Syndra,Varus,Zyra,Camille,Graves,Ahri,Lucian,Karma
GCU,NV,redTeam,-4704,1,0,0,No,No,3,0,2,No,No,Rumble,Graves,Syndra,Caitlyn,Karma,Renekton,LeeSin,Orianna,Varus,Zyra
GCU,NV,redTeam,-6078,0,0,0,No,No,3,0,2,No,No,Nautilus,Graves,Orianna,Varus,MissFortune,Rumble,LeeSin,Syndra,Caitlyn,Zyra
GIA,FNA,redTeam,2847,3,0,1,No,No,3,0,2,No,No,Rumble,Graves,Ahri,Varus,Karma,Nautilus,LeeSin,Syndra,Ezreal,Lulu
FNA,GIA,blueTeam,-3159,1,0,1,Yes,No,5,0,2,No,No,Fizz,Rengar,Leblanc,Ezreal,Malzahar,Renekton,Graves,Ryze,Ashe,Zyra
OG,MFA,redTeam,-1234,2,0,1,No,No,3,0,2,No,No,Shen,Rengar,Orianna,Kennen,Karma,Rumble,Khazix,Ahri,Varus,Lulu
OG,GIA,redTeam,-1109,2,0,1,No,No,2,0,1,No,No,Gragas,Khazix,Orianna,Varus,Thresh,Renekton,Rengar,Zilean,Lucian,Zyra
MFA,FNA,redTeam,-5417,2,0,1,No,No,4,0,2,Yes,Yes,Nautilus,Graves,Katarina,Ashe,TahmKench,Akali,LeeSin,Leblanc,Varus,Braum
FNA,MFA,redTeam,-6116,1,0,1,No,No,4,0,0,Yes,No,Fizz,RekSai,Orianna,Varus,Karma,Jayce,Graves,Syndra,Ashe,Nautilus
FNA,MFA,blueTeam,7214,5,0,1,No,Yes,0,0,2,No,No,Gragas,LeeSin,Syndra,Ezreal,Zyra,Rumble,Khazix,Orianna,Varus,Lulu
FNA,MFA,redTeam,695,2,0,2,No,No,3,0,0,No,No,Gragas,LeeSin,Leblanc,Kennen,Zyra,Nautilus,Khazix,Katarina,Ezreal,Karma
FNA,GIA,blueTeam,-528,1,0,1,Yes,No,2,0,2,No,No,Camille,Olaf,Cassiopeia,Ezreal,Zyra,Renekton,LeeSin,Viktor,Ashe,Malzahar
